loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
12800,36 months,12.98,431.16,C,10+ years,MORTGAGE,49300,Not Verified,credit_card,30.7,0,697,19.4,Fully Paid
11800,36 months,10.53,383.7,B,10+ years,MORTGAGE,45000,Source Verified,debt_consolidation,41.0,0,699,67.0,Fully Paid
16200,60 months,5.72,311.09,A,8 years,MORTGAGE,50300,Not Verified,debt_consolidation,11.21,0,750,84.5,Fully Paid
9500,36 months,15.78,332.96,C,5 years,MORTGAGE,71600,Not Verified,debt_consolidation,20.04,1,708,32.2,Fully Paid
8900,36 months,11.15,292.01,B,9 years,MORTGAGE,85600,Not Verified,debt_consolidation,13.01,1,703,59.4,Fully Paid
18900,36 months,18.5,688.03,D,5 years,RENT,36500,Not Verified,debt_consolidation,17.17,0,687,44.3,Charged Off
15200,60 months,7.54,304.87,A,7 years,MORTGAGE,125400,Source Verified,debt_consolidation,13.96,0,763,84.3,Charged Off
14400,36 months,14.18,493.42,C,8 years,RENT,70500,Source Verified,debt_consolidation,20.1,1,688,64.2,Charged Off
18000,60 months,12.77,407.44,C,10+ years,MORTGAGE,60300,Source Verified,debt_consolidation,13.41,1,701,37.9,Fully Paid
8800,36 months,10.12,284.45,B,2 years,OWN,24900,Not Verified,home_improvement,18.02,0,726,41.9,Fully Paid
4600,36 months,22.77,177.51,E,2 years,RENT,77900,Source Verified,credit_card,12.56,1,671,29.5,Fully Paid
14700,60 months,6.8,289.69,A,2 years,MORTGAGE,146800,Verified,debt_consolidation,27.42,0,738,71.5,Charged Off
21700,36 months,14.47,746.62,C,10+ years,MORTGAGE,35800,Not Verified,debt_consolidation,13.34,2,707,27.7,Fully Paid
16300,36 months,18.86,596.34,D,10+ years,MORTGAGE,49300,Source Verified,debt_consolidation,29.64,0,660,69.7,Fully Paid
3100,36 months,16.61,109.92,D,6 years,RENT,71400,Source Verified,debt_consolidation,7.17,0,681,58.3,Fully Paid
8800,36 months,15.07,305.36,D,2 years,MORTGAGE,97900,Verified,credit_card,14.07,0,654,54.8,Fully Paid
3800,36 months,14.84,131.43,C,10+ years,MORTGAGE,56000,Source Verified,debt_consolidation,9.13,0,706,64.9,Fully Paid
27300,60 months,10.21,582.87,B,4 years,MORTGAGE,53000,Not Verified,major_purchase,12.17,0,717,27.7,Fully Paid
10400,36 months,29.32,437.63,G,5 years,RENT,104700,Not Verified,debt_consolidation,22.95,0,657,81.2,Charged Off
19400,36 months,7.68,605.07,A,10+ years,RENT,230100,Source Verified,major_purchase,17.69,0,752,22.5,Fully Paid
8600,60 months,14.37,201.76,C,6 years,RENT,37000,Not Verified,debt_consolidation,18.34,0,709,81.6,Fully Paid
8200,60 months,11.89,181.95,B,10+ years,OWN,93500,Verified,credit_card,15.1,0,722,57.9,Charged Off
12900,36 months,11.17,423.37,B,4 years,MORTGAGE,48900,Not Verified,debt_consolidation,17.99,1,693,41.8,Fully Paid
29100,60 months,6.32,566.92,A,10+ years,MORTGAGE,110100,Not Verified,credit_card,7.71,1,752,46.5,Fully Paid
10000,36 months,7.87,312.76,A,3 years,RENT,110800,Verified,debt_consolidation,15.92,0,772,83.3,Fully Paid
10000,36 months,11.68,330.62,B,5 years,RENT,64300,Not Verified,debt_consolidation,14.09,0,730,23.6,Fully Paid
2300,36 months,12.35,76.78,C,10+ years,RENT,71600,Verified,home_improvement,26.66,0,691,51.3,Fully Paid
22600,60 months,13.13,515.72,C,2 years,MORTGAGE,109300,Not Verified,debt_consolidation,21.0,0,690,66.7,Fully Paid
9100,36 months,10.38,295.26,B,,MORTGAGE,93100,Verified,major_purchase,5.36,0,708,38.8,Fully Paid
29300,60 months,9.65,617.5,B,5 years,MORTGAGE,101900,Source Verified,debt_consolidation,15.78,0,712,33.2,Fully Paid
5600,36 months,14.17,191.86,C,10+ years,MORTGAGE,52100,Verified,small_business,21.13,0,716,21.3,Fully Paid
11600,36 months,12.79,389.68,C,5 years,MORTGAGE,93400,Not Verified,debt_consolidation,6.3,0,718,44.7,Fully Paid
2400,36 months,14.27,82.34,C,10+ years,MORTGAGE,91700,Not Verified,credit_card,6.7,1,719,74.1,Fully Paid
15000,36 months,7.19,464.46,A,4 years,RENT,76600,Source Verified,debt_consolidation,20.71,0,738,6.2,Fully Paid
10300,60 months,7.33,205.56,A,4 years,RENT,24300,Not Verified,home_improvement,14.8,1,728,21.9,Fully Paid
15600,60 months,12.47,350.73,C,10+ years,RENT,43300,Not Verified,credit_card,11.27,0,708,65.4,Fully Paid
40000,60 months,6.76,787.53,A,10+ years,OWN,84700,Not Verified,debt_consolidation,17.74,0,737,27.7,Fully Paid
11300,36 months,19.13,414.96,E,4 years,RENT,60900,Not Verified,debt_consolidation,40.15,0,652,42.9,Charged Off
12200,36 months,6.94,376.37,A,9 years,RENT,98900,Not Verified,debt_consolidation,23.1,0,754,34.4,Fully Paid
8000,36 months,9.46,256.11,B,9 years,MORTGAGE,164600,Verified,credit_card,14.99,1,714,32.0,Fully Paid
18800,60 months,7.61,377.7,A,10+ years,RENT,65000,Source Verified,home_improvement,10.37,1,739,68.1,Charged Off
24700,36 months,11.38,813.1,B,10+ years,MORTGAGE,93800,Source Verified,credit_card,19.05,0,718,43.7,Fully Paid
28700,36 months,13.0,967.02,C,10+ years,MORTGAGE,65600,Not Verified,credit_card,27.34,0,709,88.8,Fully Paid
14700,36 months,7.2,455.24,A,10+ years,MORTGAGE,55800,Not Verified,home_improvement,9.02,0,743,63.8,Fully Paid
6600,60 months,9.32,138.03,B,10+ years,RENT,37100,Verified,other,6.34,0,737,56.1,Fully Paid
18500,36 months,11.29,608.21,B,10+ years,MORTGAGE,103600,Not Verified,other,14.57,0,719,62.7,Fully Paid
8600,60 months,7.16,170.94,A,3 years,OWN,60500,Not Verified,debt_consolidation,5.68,0,759,54.1,Fully Paid
9500,60 months,14.03,221.2,C,10+ years,MORTGAGE,114200,Source Verified,debt_consolidation,14.15,0,703,61.1,Fully Paid
9300,36 months,11.82,308.09,C,10+ years,MORTGAGE,14700,Verified,debt_consolidation,31.64,0,701,56.9,Charged Off
22800,36 months,14.47,784.46,C,2 years,RENT,98700,Not Verified,debt_consolidation,3.47,0,704,42.6,Fully Paid
3500,36 months,7.82,109.39,A,10+ years,MORTGAGE,39200,Not Verified,home_improvement,22.0,0,751,63.4,Fully Paid
10500,60 months,14.03,244.48,C,6 years,MORTGAGE,313700,Source Verified,debt_consolidation,15.36,0,704,63.7,Fully Paid
18400,36 months,9.73,591.39,B,7 years,RENT,109100,Source Verified,debt_consolidation,12.26,0,719,66.7,Fully Paid
13900,60 months,17.89,352.14,D,10+ years,MORTGAGE,112600,Source Verified,debt_consolidation,29.47,0,691,73.4,Charged Off
7000,36 months,11.33,230.27,B,10+ years,MORTGAGE,44600,Not Verified,credit_card,13.07,0,714,64.8,Fully Paid
9000,60 months,10.61,193.94,B,1 year,MORTGAGE,109500,Verified,credit_card,9.8,0,741,67.2,Fully Paid
14100,36 months,16.74,500.88,D,7 years,RENT,172900,Source Verified,small_business,13.49,0,692,58.2,Fully Paid
4900,36 months,14.0,167.47,C,10+ years,RENT,28000,Not Verified,debt_consolidation,7.01,0,693,44.2,Fully Paid
6300,60 months,10.17,134.38,B,10+ years,RENT,120600,Not Verified,credit_card,6.88,0,714,38.8,Fully Paid
13400,36 months,12.01,445.14,B,9 years,MORTGAGE,74400,Source Verified,debt_consolidation,10.64,1,703,62.1,Fully Paid
6800,60 months,13.27,155.66,C,10+ years,MORTGAGE,32400,Source Verified,major_purchase,11.13,0,701,33.8,Fully Paid
6800,36 months,12.61,227.84,C,< 1 year,MORTGAGE,90900,Not Verified,debt_consolidation,13.79,2,698,36.9,Fully Paid
27700,36 months,7.35,859.74,A,1 year,MORTGAGE,65900,Verified,debt_consolidation,20.7,0,739,90.4,Fully Paid
18700,36 months,12.21,622.98,C,10+ years,MORTGAGE,151600,Source Verified,debt_consolidation,4.8,0,705,55.2,Fully Paid
8300,36 months,14.34,285.05,D,10+ years,RENT,41000,Source Verified,home_improvement,16.93,0,659,39.8,Charged Off
11700,36 months,17.18,418.19,D,4 years,RENT,137000,Not Verified,home_improvement,17.9,1,695,66.4,Fully Paid
23500,36 months,13.86,801.58,C,1 year,MORTGAGE,108500,Not Verified,debt_consolidation,11.2,0,692,41.2,Fully Paid
13900,60 months,13.44,319.41,C,6 years,OWN,79800,Not Verified,debt_consolidation,25.33,0,730,52.5,Charged Off
11600,60 months,14.33,271.9,C,10+ years,RENT,32400,Source Verified,other,20.1,2,716,87.8,Charged Off
6400,36 months,6.59,196.42,A,10+ years,RENT,83000,Source Verified,credit_card,11.56,2,743,49.9,Fully Paid
14100,36 months,6.68,433.31,A,5 years,RENT,100100,Not Verified,debt_consolidation,19.5,0,763,73.3,Fully Paid
7100,60 months,12.23,158.76,B,1 year,RENT,41300,Not Verified,debt_consolidation,14.23,1,759,38.3,Fully Paid
6400,60 months,13.02,145.69,C,10+ years,MORTGAGE,59700,Not Verified,credit_card,22.17,0,687,22.2,Fully Paid
21200,60 months,19.43,554.97,E,< 1 year,RENT,145000,Not Verified,other,8.83,1,666,30.5,Fully Paid
14700,60 months,10.76,317.86,C,2 years,MORTGAGE,41900,Verified,debt_consolidation,17.61,1,716,60.3,Fully Paid
13100,60 months,11.31,286.86,B,4 years,MORTGAGE,28400,Verified,debt_consolidation,18.5,0,705,59.1,Fully Paid
7900,36 months,23.13,306.34,F,9 years,MORTGAGE,67400,Source Verified,debt_consolidation,11.39,0,673,33.6,Fully Paid
7600,36 months,15.23,264.31,C,8 years,MORTGAGE,84000,Source Verified,debt_consolidation,33.06,0,695,22.2,Fully Paid
16500,36 months,14.95,571.57,D,7 years,MORTGAGE,54700,Verified,debt_consolidation,31.65,2,682,77.2,Charged Off
13200,36 months,7.77,412.24,A,10+ years,MORTGAGE,52900,Not Verified,home_improvement,12.97,1,734,35.6,Fully Paid
16700,36 months,5.33,502.99,A,2 years,RENT,66600,Source Verified,debt_consolidation,11.13,0,743,22.9,Fully Paid
12200,36 months,11.49,402.25,B,< 1 year,MORTGAGE,68400,Source Verified,small_business,22.6,1,707,39.1,Fully Paid
5800,36 months,11.47,191.18,B,5 years,RENT,190600,Verified,credit_card,14.85,0,699,44.1,Fully Paid
7700,60 months,14.02,179.25,C,4 years,MORTGAGE,39000,Not Verified,debt_consolidation,23.22,1,702,82.7,Charged Off
5900,36 months,14.73,203.75,D,6 years,MORTGAGE,109100,Source Verified,credit_card,23.93,0,685,54.8,Fully Paid
9300,36 months,11.88,308.36,B,10+ years,MORTGAGE,107800,Verified,other,14.87,0,728,55.5,Fully Paid
12000,60 months,12.9,272.42,C,1 year,RENT,44200,Not Verified,debt_consolidation,18.54,1,696,27.8,Fully Paid
14300,36 months,10.41,464.18,B,10+ years,MORTGAGE,35500,Verified,home_improvement,21.6,0,705,,Fully Paid
21500,36 months,11.56,709.6,B,3 years,MORTGAGE,81200,Source Verified,credit_card,18.44,0,721,42.1,Fully Paid
9100,60 months,9.49,191.07,B,7 years,RENT,43100,Verified,debt_consolidation,6.16,1,718,45.8,Fully Paid
6200,60 months,11.48,136.29,B,2 years,RENT,39600,Source Verified,debt_consolidation,15.9,0,724,68.3,Fully Paid
30600,60 months,14.14,714.23,C,< 1 year,OWN,40800,Verified,debt_consolidation,10.42,0,709,51.1,Fully Paid
7700,36 months,11.32,253.26,B,< 1 year,RENT,14500,Not Verified,debt_consolidation,25.89,1,730,74.6,Fully Paid
21400,36 months,12.82,719.2,B,1 year,RENT,78900,Source Verified,debt_consolidation,14.11,0,734,35.6,Fully Paid
40000,60 months,6.23,777.6,A,4 years,MORTGAGE,33300,Source Verified,debt_consolidation,22.69,0,743,64.8,Fully Paid
10400,36 months,15.12,361.13,D,3 years,MORTGAGE,106000,Verified,debt_consolidation,17.71,0,692,69.0,Fully Paid
11900,36 months,12.99,400.9,C,10+ years,MORTGAGE,56300,Not Verified,debt_consolidation,24.18,0,710,46.2,Fully Paid
5000,36 months,17.94,180.61,E,10+ years,MORTGAGE,125100,Not Verified,credit_card,27.89,0,657,63.1,Fully Paid
12200,36 months,11.2,400.57,B,3 years,MORTGAGE,66000,Source Verified,debt_consolidation,26.55,1,723,43.0,Fully Paid
12400,60 months,5.79,238.52,A,2 years,RENT,76000,Verified,medical,11.93,1,746,73.7,Fully Paid
18900,36 months,7.84,590.86,A,9 years,MORTGAGE,61600,Source Verified,debt_consolidation,16.05,1,756,63.3,Fully Paid
7300,36 months,7.14,225.87,A,10+ years,MORTGAGE,39100,Verified,debt_consolidation,21.31,1,737,48.1,Fully Paid
34800,36 months,20.81,1307.7,E,5 years,MORTGAGE,62500,Source Verified,debt_consolidation,22.87,0,683,57.4,Fully Paid
18400,36 months,10.43,597.44,B,10+ years,RENT,25500,Verified,major_purchase,15.82,0,729,56.3,Fully Paid
10600,36 months,11.38,348.94,B,10+ years,RENT,112500,Verified,debt_consolidation,28.85,1,721,44.3,Fully Paid
8400,60 months,21.86,231.33,E,8 years,RENT,58400,Not Verified,debt_consolidation,23.72,0,677,43.9,Fully Paid
7500,60 months,14.92,178.11,C,4 years,RENT,111700,Not Verified,debt_consolidation,13.16,0,685,79.3,Fully Paid
7300,36 months,11.7,241.42,B,10+ years,MORTGAGE,151200,Verified,debt_consolidation,25.26,0,721,90.9,Charged Off
11000,36 months,12.09,365.83,B,10+ years,OWN,132400,Verified,car,17.26,0,730,39.7,Fully Paid
13100,36 months,10.85,427.95,B,10+ years,MORTGAGE,48600,Not Verified,debt_consolidation,10.01,1,708,60.9,Fully Paid
24200,36 months,5.5,730.74,A,2 years,RENT,34200,Source Verified,debt_consolidation,38.09,0,757,58.1,Fully Paid
13500,36 months,9.3,431.18,B,10+ years,RENT,95700,Verified,credit_card,7.92,0,734,81.5,Fully Paid
19200,36 months,11.54,633.5,B,10+ years,RENT,36000,Not Verified,small_business,4.66,0,718,61.5,Fully Paid
9400,36 months,8.42,296.39,B,10+ years,MORTGAGE,57700,Verified,debt_consolidation,22.12,1,710,54.3,Charged Off
6600,36 months,10.72,215.2,B,10+ years,OWN,24800,Not Verified,other,15.54,0,740,34.4,Fully Paid
4500,36 months,7.4,139.77,A,10+ years,MORTGAGE,25800,Not Verified,home_improvement,2.98,0,730,59.0,Fully Paid
9900,60 months,8.17,201.54,A,7 years,RENT,35500,Not Verified,credit_card,13.62,0,745,73.3,Fully Paid
15200,36 months,13.67,517.07,D,10+ years,MORTGAGE,62700,Not Verified,credit_card,25.89,1,676,91.4,Charged Off
6600,36 months,7.76,206.09,A,10+ years,OWN,194900,Verified,credit_card,17.3,1,728,42.8,Fully Paid
3900,36 months,13.67,132.67,C,9 years,RENT,51100,Not Verified,major_purchase,17.88,1,716,,Fully Paid
38700,60 months,16.57,952.87,D,10+ years,MORTGAGE,46300,Not Verified,major_purchase,14.84,0,688,61.9,Charged Off
7100,36 months,5.55,214.55,A,2 years,RENT,38800,Source Verified,credit_card,7.83,0,756,36.1,Fully Paid
17700,36 months,10.27,573.38,B,3 years,MORTGAGE,54300,Source Verified,credit_card,13.88,0,714,63.2,Fully Paid
28200,36 months,12.97,949.76,C,10+ years,RENT,61700,Not Verified,credit_card,19.1,0,700,42.3,Fully Paid
5800,36 months,18.74,211.84,D,10+ years,RENT,83000,Source Verified,debt_consolidation,11.08,0,691,70.6,Fully Paid
9500,60 months,10.43,203.86,B,10+ years,RENT,98100,Source Verified,home_improvement,21.81,0,701,50.2,Fully Paid
11400,36 months,11.42,375.49,B,1 year,MORTGAGE,91800,Verified,debt_consolidation,17.17,0,718,75.8,Fully Paid
6800,36 months,12.35,227.0,C,10+ years,RENT,86600,Not Verified,debt_consolidation,11.41,0,684,50.6,Fully Paid
5700,36 months,15.65,199.41,D,,RENT,79400,Verified,car,23.98,1,676,37.9,Fully Paid
10000,36 months,14.16,342.55,C,1 year,RENT,77100,Verified,debt_consolidation,11.88,1,708,76.3,Fully Paid
6600,36 months,11.56,217.83,B,,MORTGAGE,88500,Not Verified,debt_consolidation,20.21,0,726,86.2,Fully Paid
29400,36 months,5.58,888.82,A,10+ years,MORTGAGE,92700,Source Verified,debt_consolidation,31.41,0,755,10.8,Fully Paid
14600,36 months,8.62,461.7,B,2 years,MORTGAGE,116200,Verified,credit_card,5.24,1,720,82.9,Fully Paid
9500,60 months,10.74,205.32,B,10+ years,OWN,49800,Source Verified,credit_card,16.53,0,709,61.9,Fully Paid
5700,60 months,6.64,111.9,A,7 years,RENT,74100,Not Verified,debt_consolidation,9.68,1,755,18.1,Fully Paid
